,Unnamed: 0,회사,날짜,직무,재직여부,별점,요약,장점,단점,경영진에게 바라는 점
3097,9386,현대자동차,2019-06-01,생산/제조,현직원,5,연봉 을 매우 많이 준다 급여 는 특근 을 았 을 땐 지만 짝수 달 마다 는 상여금 다 성과 금도 빵빵 고 각종 복리 후생 다,업무 쉬운 편 고 돈 도 많이 준다 짧 게 목돈 을 벌 기 에 다,부서 마다 케이스 바이 케이스 지만 꼰대 가끔 다 정규직 과 차별 는 도 솔직히 다,계약직 에게 도 정규직 전환 을 위한 기회 를 었 으면 겠 다
3101,9390,현대자동차,2019-06-01,인사/총무,현직원,4,타사 보다 높 은 연봉 의 기회 매년 노사 협력 금 빼 곤 은 찾 기 힘 듦,자율 출퇴근 눈치 고 쓸 는 휴가 제도 자유 복장 보수 고 딱딱 기업 문화 에서 변화 는,은 신입 과장 차장 부장 압도 으로 음 아직 까지 남 아 는 보수 문화,업무 분배 인사이동 의 급작 스럽 게 통보 는 시스템 을 융통 성 게 변화 시켜 면 겠 음
3102,9391,현대자동차,2019-06-01,연구개발,현직원,3,연구 개발 을 진정 할 의지 는지 의심 스러운 부분 음,연구원 은 생활 기 나쁘 음 통근 버스 도 어느 어 는 편 며 대 기업 다운 복지 제공,연차 높 은 의 꽉 막힌 사고방식 을 면 답답 함 을 로 표현 할 다 인사과 의 인력 배치 및 보직 자 임명 역시 대 불가사의 라 될 만큼 의문 많이 듦,고 계신 진 겠 으나 진정 게임 체인 저 기 위해서 는 과감 변화 를 추구 해야 한다고 합니다 모두 지만 누구 도 행하 는 현 실태 를 언제 까지 고 만 으실 건가요
3107,9396,현대자동차,2019-06-01,기획/경영,현직원,4,워 라벨 에 신경 쓰 며 최근 분위기 확 바뀜,케 바케 겠 지만 대리 까지 노조 보호 는 남양 연구소 공장 에서 는 워 라벨 보장 가능 할 듯,윗 대가리 한마디 면 리스크 고 뭐 고 고려 고 추진 함 애초 에 심 기 거스 를 까 봐 리스크 를 제대로 고 고 아서 무마 려고 함 보통 은 협 력사 의 희생 을 의미 함,수직 인 의사 결정 문화 에 종언 을 고해야 할 경영진 스스로 의사 결정 을 점차 하방 으로 위임 할 필요 음
3110,9399,현대자동차,2019-06-01,생산/제조,현직원,5,생산직 은 거의 꿈 의 직장 라고 합니다 복지 근무 형태 급여 등등 완벽 합니다,생산직 을 함 으로써 힘들 줄 았 는데 그렇게 힘들 다고 느껴 습니다 스트레스 을 도 없이 자기 할 을 다 고 쉬 면 누구 도 머 라고 아 은 습니다,계약직 다 니 언제 잘릴 는 위험 감히 어서 항상 불안 에 떨 며 고 습니다 최고 의 단점 인 습니다,으로 미래 를 위해서 라도 새 청년 에게 현대 자동차 에 직원 될 게 끔 일자리 를 많이 어 십시오
3116,9405,현대자동차,2019-05-01,생산/제조,현직원,3,대한민국 자동차 의 자존심 은 회사 로 신뢰도 하락 했 지만 가치 는 성장 라 한다,적어도 국내 에서 만큼 은 대적 할 상대 고 세계 로 볼 는 올라갈 는 여력 도 다고 한다 에 맞 게 성과 와 보상 을 주어지 며 워 라벨 보다 괜찮 다,노사 관계 점점 아 져 서로 에게 피해 는 다 노사 간 의 조금 씩 배려 와 소통 필요 시기 라고 본다,성과 를 면 에 상응 는 보상 을 통해 사기 를 올려 줘야 할 습니다 직원 기본급 동결 에 가깝 게 해 놓 고 임원 월급 만 올리 는 은 신뢰 를 잃 게 합니다
3123,9412,현대자동차,2019-05-01,생산/제조,현직원,4,생산직 으로서 는 최고 의 직장 곳 근무 형태 도 고 복지 도 Good,연차 다 차니 상 차량 할인 본인 의료비 지원 보험 적용 정년 보장,퇴직 까지 반복 인 근무 라서 버텨야 한다 대 거의 다 아버지 뻘 다 회식 줄 긴 였 지만 그래도 는 편 다,R D 에 더욱더 적극 인 투자 를 바라 고 고객 의견 반영 을 적극 수용 길 바란다
3124,9413,현대자동차,2019-05-01,영업/제휴,현직원,5,이만 회사 는 다고 합니다 연봉 복지 근무 형태 모두 만족 스럽 습니다,현대 자동차 의 네임 밸류 가장 큰 장점 라 합니다,수직 인 구도 와 군대식 문화 여전히 존재 곤 지만 개선 는 입니다,보다 수평 인 구조 이루 어 길 바랍니다 또한 눈치 고 는 회사 길 바랍니다
3129,9418,현대자동차,2019-05-01,생산/제조,현직원,5,워 라벨 의 끝판 왕 회사 정말 할 면서 돈 벌,윗사람 눈치 고 할 만 면 고 강도 에 비해 연봉 끝판 왕,단점 은 거의 지만 굳이 찾 으라면 지방 근무 해야 고 기계 노후 됐 고 정년자 마 인도 드 약간 노후 됨,만큼 직원 한테 쓰 셨 면 겠 습니다
3132,9421,현대자동차,2019-05-01,연구개발,현직원,4,국내 자동차 업계 탑 티어 며 자부심 을 고 할 는 곳,수도권 에서 출퇴근 가능 며 업계 상급 의 연봉 및 복지 수준,부서 별 극심 워라 밸 차이 및 책임 진급 시 업무 량 과다,설계 에 과중 된 업무 를 분배 해 고 필요 는 부서 를 통폐합 해야 함
3133,9422,현대자동차,2019-05-01,기획/경영,현직원,4,대표 인 한국 의 올드 대 기업 지만 요즘 바뀌 려는 시도 를 는,자율 출퇴근 자율 복장 정착 어 예전 보다 확실히 삶 의 질 아짐,월급 은 를 기미 를 고 여전히 을 파 면 올드 하긴 매,보상 체계 및 배움 의 기회 를 적극 제공 는 회사 었 으면 겠 다
3135,9424,현대자동차,2019-05-01,기획/경영,현직원,2,강한 노조 보수 인 조직 문화 로 미래 자동차 제조 플레이어 에게 요구 는 혁신 을 고 음 혁신 라고 시도 는 마저 시장 관점 에선 보수 서서히 침몰 는 타이타닉,본인 의 자존심 을 조금 버리 면 노조 의 그늘 아래 설렁설렁 편하 게 돈 으며 다닐 음,스스로 혁신 을 외치 지만 혁신 의 준비 어 음 근본 으로 변화 를 두려워함 여기 엔 원래 보수 인 문화 와 더불 어 인사 노무 시스템 의 큼,자꾸 오너 십 이나 로열티 강조 는데 도 연봉 으면 회사 에 열심히 충성 합니다
3138,9427,현대자동차,2019-05-01,생산/제조,현직원,4,단기 계약 으로 목돈 모으 기 에 음 강도 쉬우므로 초년생 준비 생 퇴근 후 자기 음 식단 을 개선 했 으면,근무 강도 아주 쉬움 짝수 달 상여 휴가비 명절 비 보너스 음 공장 마다 특근 상이 며 특근 을 많이 뛰 면 그만큼 벌어 감,계약직 라서 케 바케 지만 가끔 정직 무시 함 밥 맛없 음,석식 차라리 식권 으로 대체 고 식단 을 게 꾸리 면 겠 음
3139,9428,현대자동차,2019-05-01,서비스/고객지원,현직원,3,시승 센터 운영 은 주먹구구식 고 정해진 매뉴얼 음,시승 센터 는 근무 다 니 아 직 이나 전직 을 준비 기 에 다,매뉴얼 어서 시승 센터 마다 업무 방식 다르 다 고객 한테서 저기 는 는데 여기 는 왜 냐는 많이 음,체계 화 된 시승 센터 매뉴얼 으면 겠 다
3144,9433,현대자동차,2019-05-01,기획/경영,현직원,4,당장 회사 를 다니 는 는 굉장히 지만 전 세계 인 제조업 의 하락세 강한 노조 경영진 의 옛날 마인드 미래 를 암담 게 는 듯,어느 회사 보다 많이 번다고 할 순 지만 어느 회사 보다 많이 쉰다고 는 자부 할 음 성과급 아무리 떨어진다 해도 초봉 은 넘 음 그렇게 는 거 은데 소득 공제 계산 다 면 깜짝 놀람 다 어디 갔,다수 의 경영진 옛날 마인드 강함 의 과오 는 숨기 며 상명하복 에 줄잡 기 에 열중 자동차 제조업 자체 전반 으로 위기,연구 개발 면서 의 조직 잘못 했으면 잘못 했 다고 시인 했 으면
3148,9437,현대자동차,2019-05-01,생산관리/품질관리,현직원,3,고졸 생산직 우대 는 이상 기업 임,급여 는 만족 스러움 연월 차 제도 음 최근 엔 출퇴근 제도 도 개선 어서 음,페이퍼 업무 과다 시어머니 관리 부서 음 생산직 로 인한 상대 박탈감 과다,동등 게 대우 을 는 기업 문화 어 세요
3149,9438,현대자동차,2019-05-01,생산관리/품질관리,현직원,4,한마디 로 구성비 은 기업 생산직 에게 훨씬 최적 화 된 기업,군대식 문화 에서 벗어나 려는 조짐 일어나 고 음 수석 부회장 님 의 영향 뿐이 아닌 변화 의 흐름 느껴 고 분명 으로 기업 문화 는 개선 될 으로 보임,아직 개선 해야 할 으나 무엇 보다 불 필요 인력 너무나 도 많이 남 아 다 당장 부서 만 아도 업무 분배 개판 분 전이 라 볼 다 물갈이 반드시 필요 다,신입 사원 다니 고 은 회사 로 성장 합시다 곧 회사 의 얼굴 며 미래 입니다
3157,9446,현대자동차,2019-05-01,기획/경영,현직원,3,안정 을 원하 고 도 맞춰줄 다면 추천 성장 과 보람 을 원한다면 비 추천,대 기업 인 만큼 복지 와 급여 안정 고 네임 밸류 아직 고 문화 도 아 는,미래 에 대한 비전 불 투명 고 꼰대 은 회사 변화 의 속도 느리 고 비합리 인 도 비일비재 함,제대로 된 평가 와 보상 이뤄지지 고 술자리 흡연 네트 워킹 으로 끼리끼리 자리 차지 는 문화 계속 면 미래 는 어둡 다고 합니다
3159,9448,현대자동차,2019-05-01,생산/제조,현직원,3,욕 는 도 지만 들어오 고 은 도 은 아이러니 회사,비 노조 기업 에 비해 상대 으로 우수 고용 안정 성 비교 우수 복지 자사 제품 구입 할인 조건,베이비 부머 세대 너무 음 세대교체 시급 함 강성 노조 로 인해 평판 매우 음,노사 협력 을 위해 조금 신경 써 길
3160,9449,현대자동차,2019-05-01,연구개발,현직원,5,국내 최고 의 기업 로 어느 수준 의 워라 밸 을 기대 고 다면 강력 추천,어느 높 은 수준 의 연봉 은 분위기 및 동료 최근 에 는 더욱 개방 인 분위기 로 변화,반복 는 차량 혹은 기술 개발 프로세스 로 업무 를 다 면 매너리즘 에 빠질 음 연구소 의 조금 외진 곳 에 위치,현재 위치 에서 나아가 미래 모빌리티 사업 에서 도 성공 할 도록 올바른 방향 성 을 고 지속 인 투자 필요 다고 됩니다
3163,9452,현대자동차,2019-05-01,마케팅/시장조사,현직원,1,돈 은 줄 고 미래 는 다 학벌 는 친구 은 쓰 마 라 스펙 아깝 다 네이버 에 현대차 성과급 추이 쳐 면 답 나온다 근로자 에게 해 줄 마음 는 회사,곳 었 으면 진작 에 잘렸 을 수준 도 붙여 는 안정 성 진짜 후회,너무 아서 쓸 엄두 난다 특히 본사 는 해 무엇 하리,회계 연도 도입 이례 최고 실적 분기 만 에 최고 실적 찍 어도 전년 보다 성과급 줄이 시 고 연차 연수 없애 고 그냥 근로자 한테 해 줄 마음 는 거 겠 죠
3164,9453,현대자동차,2019-05-01,영업/제휴,현직원,4,과거 에 는 경직 된 조직 문화 라지만 요즘 은 변해 려는 노력 느껴짐,안정 그래도 국내 제 의 자동차 기업 다 니 망할 걱정 은 을 음 경험 는 고 선배 대우 해 면 도와 고 알려줌,노조 연봉 유지 시켜 준다는 에서 장점 일지 도 지만 회사 발전 에 어서 는 걸림돌 인 듯,적극 으로 변화 할 도록 위 에서부터 동참 필요 합니다 실 무진 의 목소리 에 귀 기울여 세요 본사 여름휴가 기간 도 늘려 세요
3167,9456,현대자동차,2019-04-01,생산/제조,현직원,3,자동차 에 대해 많이 배울 지만 지역 은 고려 해 음,자동차 에 대해 많이 배울 다 동종 업계 대비 연봉 높 다,비합리 인 인사 제도 지역 을 순환 시켜 는다 주먹구구식 업무 마인드,사원 의 경력 개발 에 힘쓰 고 다양 경험 을 할 도록 순환 근무 를 해야 한다 함
3168,9457,현대자동차,2019-04-01,기획/경영,현직원,5,기분 게 할 는 다 많이 변화 고 다,분위기 많이 아 졌 다 꼰대 문화 많이 어 졌 지만 곳 에 비해서 는 아직 수도,단순 고 업무 고 아서 개개인 의 능력 빛 을 발하 못할 도 다,경영진 공부 를 많이 했 으면 겠 다
3173,9462,현대자동차,2019-04-01,유통/무역,현직원,4,회사 경영진 의 변화 려는 노력 을 고 지만 각 부서 별 시 니어 은 변화 를 받아들이 는 음,은 연봉 네임 밸류 몇 후 엔 GBC 근무 가능 성,아직 문화 보수 인 경향 음 지키 라고 지만 업무 량 은 음,단순 변화 보다 는 근본 인 원인 파악 및 변화 필요
3174,9463,현대자동차,2019-04-01,기획/경영,현직원,4,예전 과 다르 게 요즘 은 문화 도 많이 아 졌 고 합리 으로 고 문화 를 개선 려는 을 높 게 평가 합니다 다만 아직 까지 서류 보고 습니다,글로벌 으로 이름 난 기업 라 해외 에서 빛 남 자율 복장 자율 근무 제 적용 으로 인해 분위기 이전 과 달리 상당히 유 해졌 음 사원 대리 의 휴가 음,이전 대비 연봉 줄어들 어서 상대 박탈감 을 느끼 게 됨 부서 바다 는 의 비중 편차 큼 아직 까지 일부 부서 는 고 문화 음,방향 성 은 다고 니 개혁 을 빠르 게 추진 해서 회사 의 체질 개선 을 이뤄야 함
3175,9464,현대자동차,2019-04-01,기획/경영,현직원,4,워라 밸 은 많이 아 졌 지만 급여 는 감소 혹은 정체 대 기업 으로 다양 직군 경험 면 가능 긴 고 서울 근무 원한다면 끝자락 지만 할 음,케 바케 이나 워라 밸 음 서울 에 는 근무지 대리 이하 직급 은 쉬 는 날 음 윗사람 과거 은 시절 들어온 똑똑 분 높 은 확률 로 음 급여 이슈 으나 경영자 괜찮 다고,전반 으로 프로세스 시스템 부분 약함 급여 늘어나 음 복지 랄 게 특별 게 음 서울 지만 조금 불편 근무지,급여 에 대한 부분 명확 화 필요 힘든 시절 에 준 부분 은 이해 나아지 는 상황 에서 도 본인 연봉 은 올리 면서 직원 급여 는 각박 미래 신사업 도 굉장히 중요 지만 인사 체계 에 대해서 은 고민 필요 함
3179,9468,현대자동차,2019-04-01,엔지니어링,현직원,4,자동차 업계 갑 입니다 협력 업체 을 통해 비교 편하 게 업무 를 진행할 습니다,근무 상한제 유연근 무제 도입 이후 합리 인 근무 대 기업 손꼽히 게 맛있 는 식단,대부분 정년 을 채우 는 분위기 다 니 고인 물 음 실제로 대 분 에 는 실무 에서 손 떼 신 분 상당수,조직 개편 을 통해 썩 은 물 을 정화 길 바람
3183,9472,현대자동차,2019-04-01,서비스/고객지원,현직원,3,대 기업 니 어디 다녀 라고 누구 에게 기 는 은 곳,최근 어 시대 에 맞춰 변화 려고 노력 고 시행 긴 함,아직 도 보수 수직 꼰대 문화 남 아 음 위 에서 변화 를 싫어하 고 눈치 를 는 느낌 잖아 음 전형 인 옛 한국 기업 문화 대 기업 라기 엔 내부 체계 허술 함,수직 구조 타파 근무 이나 자율 복장 현대 자동차 의 변화 에 솔선수범 었 으면 함
3184,9473,현대자동차,2019-04-01,기획/경영,현직원,4,요즘 정말 적극 으로 은 회사 기 위해 안간힘 을 쓰 고 는 조직 다,it 부서 라 그런지 타 부서 에 비해 눈치 고 휴가 쓰 기 퇴근 기 세미나 기 모두 가능 복지 도 나쁘 은 편,시 는 부 차장 님 굉장히 음 어느 회사 는 겠 느냐 마는 특히 이곳 은 는 에게 만 몰리 는 경향 음,광 파 는 아이디어 에 대한 격려 보다 는 시작 프로젝트 끝 을 맺 고 그게 정말 기존 에 했 던 기대 효과 대비 얼마나 진행 고 는지 을 kpi 로 삼 으면 겠 다
3185,9474,현대자동차,2019-04-01,영업/제휴,현직원,3,어디 도 현대차 다닌다 면 알아주 는 기업 초봉 으로 는 꿀리 으나 성과 금 비중 줄 어즐 면서 급여 메리트 는 줄어들 고 음,군대 생활 은 적응 실 을 임 술 드 시 면 현대차 에서 는 무조건 큼 높 은 초봉 다양 부서 직무 존재,기본 으로 술 로 맺 어 는 인연 중요 함 채용 지원 시 와 근무지 직무 를 아 근무 할 음 강성 노조 로 인해 혜택 을 는 도 지만 회사 의 성장 에 큰 걸림돌 된다고 함,누구 고 은 기업 고 취진 생 관심 을 갖 고 지속 지원 지만 한때 는 유능 인력 으로 채용 했 던 젊 은 사원 대리 퇴사 는 이유 에 대해 귀 기울여 시 고 회사 의 장기 인 성장 과 비전 을 제시 해 시 면 겠 습니다
3186,9475,현대자동차,2019-04-01,영업/제휴,현직원,5,워라 밸 면 최근 아주 만족 스러우나 연봉 다소 줄어들 고 어 답답 함,워라 밸 고 문화 도 많이 유 해짐 개인 의 경쟁 이나 능력 을 게 요구 아 어렵 게 회사 생활 가능 함,딱딱 노조 문화 표리부동 는 경영진 의 의사 결정 는 너무 으나 딱히 관리 됨,요즘 우수 인재 많이 들어오 고 는 추세 임 연봉 도 줄 고 회사 문화 에 대한 선입견 인 듯
3189,9478,현대자동차,2019-04-01,영업/제휴,현직원,4,국내 유일 의 자동차 생산 기업 타사 는 다 모기업 해외,주변 에게 인식 을 확 박히 게끔 어 는 회사 네임 밸류,최고 경영 층 의 삽질 로 퍼스트 무 버 될 는 기회 를 날림,제발 쓸 는 차 고 평타 만 따라가 세요 PYL 아슬 란 은 차 로 삽질 맙시다
3191,9480,현대자동차,2019-04-01,생산/제조,현직원,4,계약직 지만 이만 계약직 다,현장 분위기 밝 고 은 편 인 측면 에서 는 자유 로운 분위기 주간 교대 제일 메리트 음,계약직 에 대한 대우 아직 까진 부족 음 계약 일정 게 정해져 아서 단점 임,촉탁 계약직 재계약 을 할 최대한 길 게 계약 연장 을 고 계약 을 해 셨 으면 겠 습니다
3193,9482,현대자동차,2019-04-01,생산/제조,현직원,4,이익 당기 순이익 매년 는 회사 입니다 전 당 조 낙찰,복지부동 의 공무원 마인드 소차 로 의 변화 연봉 높 다,보수 인 업무 태도 와 변하 는 연공서열 중심 의 회사 군대식 상하 명령,정치 실 보다 는 능력 위주 로 보상 필요 변화 는 트렌드 에 능동 변화 필요
3194,9483,현대자동차,2019-04-01,개발,현직원,4,현재 변화 기 위해 모든 을 바꾸 려고 노력 시작 는 회사,부분 인 자율 근무 제 자율 복장 부분 인 자율 점심 바뀌 고자 노력 는 회사,문화 는 바뀌 고 으나 고 문화 와 개발 문화 는 아직 멀 었 음,새롭 게 영입 경영진 으니 기존 의 버려야 할 을 과감 게 바꿔 줬 으면 함
3196,9485,현대자동차,2019-04-01,엔지니어링,현직원,5,성장 동력 는 회사 생산직 버티 고 는 회사,기업 문화 점점 진보 으로 바뀌 고 음 기대 고 다닐 는 직장 높 은 연봉 수준 을 유지 고 음,강한 노동조합 으로 인한 여러 산재 투자 대비 효율 음 노동조합 조금 양보 고 발전 한다면 충분 가능 성 음,조금 사내 문화 발전 었 으면 며 생산 성 향상 을 위해 모두 노력 할 는 프로세스 를 어 줬 으면 겠 다
3197,9486,현대자동차,2019-04-01,생산/제조,현직원,3,다소 떨어졌 지만 고 연봉 연봉 에 만 몰 빵 부실 복지 큰 회사 라 기 편함 직원 에게 는 동기 부여 리더 의 역할 은 아쉬움,연봉 휴가 음 한국인 모두 아 는 대 기업 라는 자부심,정년 보장 은 생산직 에게 만 해당 부실 시스템 상식 는 노동조합,부하 직원 에 대해 동기 부여 및 리더십 을 보여 시 길 바람 자리보전 에 만 급급 리더 소속 직원 을 말려 죽임
